iter	RMSE
127	0.05778980806
128	0.05778564856
129	0.05738372487
130	0.05736571
131	0.0573231241
132	0.05730857878
133	0.05719985152
134	0.05719442291
135	0.05715833571
136	0.05707930076
137	0.05706381506
138	0.05635252593
139	0.05633970386
140	0.05625349232
141	0.05608800571
142	0.05599865972
143	0.05594834671
144	0.0559347692
145	0.05589580623
146	0.05579013313
147	0.0556553267
148	0.05547483331
149	0.05544976619
150	0.05534678234
151	0.05532786199
152	0.0552093054
153	0.05507794358
154	0.05501880558
155	0.05486227082
156	0.05480742665
157	0.05479546778
158	0.05473426787
159	0.05470903118
160	0.05465015113
161	0.05463328
162	0.05461073532
163	0.05454606192
164	0.05437623648
165	0.05415553499
166	0.05400789477
167	0.05390104974
168	0.05381942454
169	0.0536385392
170	0.05351087688
171	0.0532159697
172	0.05311675074
173	0.05293227557
174	0.05286758248
175	0.05269140613
176	0.05268118924
177	0.05262845262
178	0.05246585652
179	0.05237861754
180	0.05227863622
181	0.05215621336
182	0.05214470684
183	0.05207150541
184	0.05204567735
185	0.05196192231
186	0.05191394126
187	0.05178151317
188	0.05170330052
189	0.05165370664
190	0.05157732782
191	0.05152168007
192	0.0514135112
193	0.0513727518
194	0.05135806416
195	0.05131301922
196	0.05110712512
197	0.05109903813
198	0.05104892861
199	0.05094695381
200	0.0508939725
201	0.05080777304
202	0.05079934786
203	0.05079394377
204	0.05068734786
205	0.05056176435
206	0.05046790616
207	0.0503628896
208	0.05026400615
209	0.05017469249
210	0.05008390436
211	0.0498243821
212	0.04979712856
213	0.04964123824
214	0.04956538481
215	0.04950702062
216	0.04940509207
217	0.04930453251
218	0.04922060731
219	0.0491568955
220	0.04905607944
221	0.04892670995
222	0.04886223509
223	0.04882309476
224	0.04878874511
225	0.0487105677
226	0.04865396126
227	0.04857737043
228	0.04852171729
229	0.04846711577
230	0.04842175847
231	0.0483748268
232	0.04829359721
233	0.04811367682
234	0.04808810803
235	0.04748242975
236	0.04742796426
237	0.04740041167
238	0.04734238862
239	0.04732343677
240	0.04723444457
241	0.0471997911
242	0.04718672469
243	0.04716234415
244	0.04712816151
245	0.04704440423
246	0.04700219974
247	0.04697390194
248	0.04694179519
249	0.04692712137
250	0.04689228774
251	0.04684951679
252	0.04677439928
253	0.04669295125
254	0.04664981243
255	0.04662721202
256	0.0465875438
257	0.04648421545
258	0.0464725978
259	0.04639365077
260	0.04638149072
261	0.04630494129
262	0.04629963326
263	0.04625363419
264	0.04624275932
265	0.04618750386
266	0.04611463463
267	0.04557914422
268	0.04557641291
269	0.04555937806
270	0.04551163949
271	0.04543912063
272	0.04543629774
273	0.04538978769
274	0.04531298719
275	0.04531051809
276	0.0452652848
277	0.04525473492
278	0.04497787957
279	0.04490864475
280	0.04489840348
281	0.04443025825
282	0.0444134084
283	0.0442805547
284	0.04425684677
285	0.04412331186
286	0.04412094988
287	0.04411593638
288	0.04368882267
289	0.04365533545
290	0.04365059188
291	0.04364600907
292	0.04361187311
293	0.04353780472
294	0.04348080028
295	0.04342497975
296	0.04333464718
297	0.04329948548
298	0.04329017809
299	0.04321763959
300	0.04312861343
301	0.04273672636
302	0.04270562333
303	0.04270137419
304	0.04264831166
305	0.04264420253
306	0.04257799211
307	0.04257401411
308	0.04245602938
309	0.04243108978
310	0.04242723756
311	0.04239909941
312	0.04233143208
313	0.04226782961
314	0.04218286457
315	0.04217490016
316	0.04211379675
317	0.04209253082
318	0.04208796634
319	0.04202850143
320	0.04197504162
321	0.04186540154
322	0.04184533231
323	0.04177723387
324	0.04141519125
325	0.04136284691
326	0.041329341
327	0.04130177017
328	0.04127620561
329	0.04123597348
330	0.04123166284
331	0.04120680053
332	0.04113418732
333	0.04109040975
334	0.04103746617
335	0.04100015255
336	0.0406572029
337	0.04065299525
338	0.04063382401
339	0.04061930425
340	0.04059798152
341	0.04057421072
342	0.0405726135
343	0.04056779892
344	0.04056400452
345	0.04055546362
346	0.0405034805
347	0.04049893456
348	0.04049588342
349	0.04044782834
350	0.04034453259
351	0.04031020024
352	0.04027030333
353	0.04020167783
354	0.04015397188
355	0.04011946846
356	0.04008017971
357	0.03997298045
358	0.03994074379
359	0.03990773395
360	0.03980914838
361	0.03977904612
362	0.03974733008
363	0.03971627677
364	0.03968060715
365	0.03966117745
366	0.03959045105
367	0.03958738043
368	0.03958441324
369	0.03954159327
370	0.03953872297
371	0.03922692501
372	0.03916382994
373	0.03916092725
374	0.0391344807
375	0.03901860644
376	0.03898714036
377	0.03892979336
378	0.0389270304
379	0.03888713464
380	0.03886332293
381	0.03878407575
382	0.03872760057
383	0.03864692333
384	0.03864439199
385	0.03861394741
386	0.03855615261
387	0.0385536994
388	0.03855132719
389	0.03824031765
390	0.03823798298
391	0.03822956505
392	0.03822718424
393	0.03822509198
394	0.03818827476
395	0.03812504846
396	0.03807850361
397	0.03805244677
398	0.03799029093
399	0.03798823963
400	0.03796941401
401	0.03794868299
402	0.03790566309
403	0.0377689972
404	0.03771587641
405	0.03768275987
406	0.03760571153
407	0.03756142718
408	0.03752917918
409	0.03748208397
410	0.0374487681
411	0.03719460667
412	0.03713602656
413	0.03713387274
414	0.03709154255
415	0.03705841738
416	0.03702846667
417	0.0369946377
418	0.03694127073
419	0.03693921727
420	0.03690998558
421	0.03688075849
422	0.03684132262
423	0.03658094582
424	0.03654638006
425	0.03644240153
426	0.03641953551
427	0.03639518573
428	0.0363706544
429	0.03635631217
430	0.03615057062
431	0.03605802597
432	0.03603069483
433	0.03600059573
434	0.03596100224
435	0.03592312564
436	0.0358808456
437	0.03586041559
438	0.0358587058
439	0.03580447813
440	0.03571184467
441	0.03570986356
442	0.03570741002
443	0.03567811899
444	0.03549683453
445	0.03546649736
446	0.03538482784
447	0.03538308335
448	0.03538139758
449	0.03534480505
450	0.03531307491
451	0.03531144422
452	0.03525853477
453	0.03525680931
454	0.03525516603
455	0.03523530849
456	0.03523372391
457	0.03520621863
458	0.03517185035
459	0.03517042423
460	0.03512919259
461	0.03512832331
462	0.03509861702
463	0.03507308663
464	0.03507160345
465	0.03503721622
466	0.03500615551
467	0.03496196476
468	0.03475196185
469	0.03471266807
470	0.03468333033
471	0.03465772129
472	0.03460967082
473	0.03457645322
474	0.03457500735
475	0.03457361312
476	0.03454312057
477	0.0345418537
478	0.03454055055
479	0.03453929382
480	0.03447799166
481	0.03443465894
482	0.03437038288
483	0.03433430089
484	0.03429722425
485	0.03426067547
486	0.03407837333
487	0.03407721374
488	0.03405201896
489	0.03405068125
490	0.03404955957
491	0.03401842722
492	0.03400783024
493	0.03399000853
494	0.03395948905
495	0.03395840382
496	0.03395735506
497	0.03393159453
498	0.03390737516
499	0.03390635828
500	0.03389301148
501	0.03386421695
502	0.0337851419
503	0.03373448514
504	0.03371001858
505	0.03365576695
506	0.03363908094
507	0.03363835212
508	0.03363736075
509	0.03363640289
510	0.03358739194
511	0.03354204164
512	0.03349269504
513	0.03346451262
514	0.03342234995
515	0.03339182738
516	0.03336384584
517	0.03332851217
518	0.03328918568
519	0.03325352556
520	0.0332225173
521	0.0331959374
522	0.03317804752
523	0.03314675717
524	0.03312753972
525	0.03310734779
526	0.03308687681
527	0.03308495728
528	0.03306834379
529	0.03304444081
530	0.03301607764
531	0.0329856033
532	0.03296661421
533	0.03293416889
534	0.03291899214
535	0.03289282309
536	0.03287454868
537	0.03283613468
538	0.03280527171
539	0.0327760633
540	0.03265767549
541	0.03265638043
542	0.03265513356
543	0.03264039752
544	0.0326168736
545	0.03251827113
546	0.03250123974
547	0.03247942772
548	0.03245142485
549	0.03244408376
550	0.03243708045
551	0.03243039293
552	0.03242400117
553	0.03241788691
554	0.03241693711
555	0.03241108316
556	0.03240547481
557	0.03239266867
558	0.03237582931
559	0.03237043991
560	0.03236527066
561	0.03232915229
562	0.0323242666
563	0.03231331816
564	0.03226305678
565	0.03225268358
566	0.03225175867
567	0.03224729293
568	0.03221534623
569	0.0322057618
570	0.03220160719
571	0.03220098509
572	0.0321555102
573	0.03214649442
574	0.03214262181
575	0.0321190846
576	0.03208354708
577	0.03206589508
578	0.03203725938
579	0.03202897175
580	0.03199640603
581	0.03196019112
582	0.03195246728
583	0.03191925378
584	0.03191194321
585	0.03190492568
586	0.03190429796
587	0.03179718562
588	0.03178933228
589	0.03178265334
590	0.03171986122
591	0.0316929156
592	0.0316662958
593	0.03164185582
594	0.03161712189
595	0.03159355729
596	0.03159223985
597	0.03157491533
598	0.03152432644
599	0.03152258045
600	0.03152142044
601	0.03151898678
602	0.0315170082
603	0.03151547406
604	0.03151139273
605	0.03147947497
606	0.03147763068
607	0.03142468487
608	0.03141098867
609	0.03138058485
610	0.03137843197
611	0.03131773065
612	0.03125660265
613	0.03125504648
614	0.03122424147
615	0.03119048666
616	0.03117478545
617	0.031149405
618	0.03112265683
619	0.03109544991
620	0.03103000813
621	0.03102717278
622	0.03102636481
623	0.03100060018
624	0.03099981929
625	0.03099906487
626	0.03095489543
627	0.03095419447
628	0.03095375253
629	0.03094288587
630	0.03094180619
631	0.03094052862
632	0.03089843817
633	0.03089630625
634	0.03078199118
635	0.03077283379
636	0.030771917
637	0.03071856441
638	0.03067964482
639	0.03067876943
640	0.03065365698
641	0.03064390761
642	0.03062268047
643	0.03059119974
644	0.03056815696
645	0.030459823
646	0.030334414
647	0.03029714517
648	0.03029642444
649	0.03029482621
650	0.03029408504
651	0.03027194543
652	0.03024951572
653	0.03021776926
654	0.03021705603
655	0.03021637122
656	0.03009818471
657	0.03008070954
658	0.03007368018
659	0.03004292849
660	0.02995721556
661	0.02990663023
662	0.02986973527
663	0.02986279821
664	0.0298528681
665	0.02985207256
666	0.02985138788
667	0.02985072649
668	0.02984557259
669	0.02980861993
670	0.0297921708
671	0.02977751432
672	0.02977662086
673	0.02975729916
674	0.02973816623
675	0.02971779685
676	0.02971715522
677	0.02969075389
678	0.02957625094
679	0.02957562792
680	0.02955414914
681	0.02953419069
682	0.02952533466
683	0.02950236879
684	0.02950176598
685	0.02947883158
686	0.02945425397
687	0.02943733931
688	0.02941822979
689	0.02935654236
690	0.02930162232
691	0.02927463823
692	0.02927405134
693	0.02925367375
694	0.0292349081
695	0.02913029488
696	0.02911065372
697	0.02907273639
698	0.02901539524
699	0.02899905225
700	0.02898362199
701	0.02896904705
702	0.02892795182
703	0.02892267061
704	0.02882041288
705	0.02878821337
706	0.0287743589
707	0.02875677234
708	0.02872091398
709	0.02869121396
710	0.02869047757
711	0.02864639107
712	0.02863317281
713	0.02861325886
714	0.02856286659
715	0.028456763
716	0.02844658463
717	0.02841973533
718	0.02839861698
719	0.02837966636
720	0.02833262103
721	0.02832031688
722	0.02831852635
723	0.02830689624
724	0.02827526461
725	0.02826422346
726	0.02825046273
727	0.0282400073
728	0.02821776574
729	0.02820980383
730	0.0282081188
731	0.02820651923
732	0.02820596435
733	0.02816571519
734	0.02815583337
735	0.02814531446
736	0.02810048581
737	0.02809995316
738	0.02807294151
739	0.02805810451
740	0.02800706275
741	0.02796027311
742	0.02793949558
743	0.0278383565
744	0.02782963346
745	0.02782123864
746	0.02780329131
747	0.02779934523
748	0.02777780975
749	0.02777730629
750	0.02774931124
751	0.0277157411
752	0.02768417694
753	0.0276544899
754	0.02763315443
755	0.02760588491
756	0.02758638109
757	0.02756712413
758	0.02754687658
759	0.02752782496
760	0.02749959352
761	0.02748168146
762	0.02746487699
763	0.02743910273
764	0.02742329418
765	0.02739971656
766	0.02734493728
767	0.02730418887
768	0.02727634409
769	0.02722501503
770	0.0272057362
771	0.0271976954
772	0.02719561376
773	0.02719024078
774	0.02714723848
775	0.02713398328
776	0.02710133656
777	0.02709906934
778	0.02706871486
779	0.02706381058
780	0.02705226691
781	0.02704119557
782	0.02691036678
783	0.02688312841
784	0.02685725955
785	0.02684658599
786	0.02683633709
787	0.02683534106
788	0.02680717853
789	0.02678943934
790	0.02677145833
791	0.02676193479
792	0.02672091117
793	0.02669462315
794	0.02666970163
795	0.02666925611
796	0.02664199298
797	0.02663283795
798	0.02661818666
799	0.02656077823
800	0.02653771434
801	0.02652998193
802	0.02652113324
803	0.0265206703
804	0.02643170787
805	0.02641464605
806	0.02640300954
807	0.02639002511
808	0.0263772177
809	0.02637087979
810	0.02635404774
811	0.02630498197
812	0.0263030217
813	0.02629389498
814	0.02628097418
815	0.02627947268
816	0.02627758127
817	0.02616303457
818	0.02614462598
819	0.02613366148
820	0.02610248291
821	0.02608053793
822	0.02606787165
823	0.02606332134
824	0.02603570963
825	0.02601181355
826	0.02599933635
827	0.0259782415
828	0.02591317228
829	0.02590107398
830	0.02589918534
831	0.02581417912
832	0.02577060881
833	0.02576926415
834	0.02576100506
835	0.02574992651
836	0.02574653352
837	0.02571888311
838	0.02563213816
839	0.02553343846
840	0.02553222042
841	0.02548217612
842	0.02546881034
843	0.02546840704
844	0.02536879017
845	0.02534568921
846	0.02533694833
847	0.0253266089
848	0.02532621806
849	0.02529980031
850	0.02524811807
851	0.0252440999
852	0.0252437204
853	0.02524335366
854	0.0252350445
855	0.02521340251
856	0.02517261993
857	0.02515358843
858	0.02515323276
859	0.02510884882
860	0.02509391713
861	0.02501195543
862	0.02501084217
863	0.02494087678
864	0.02488912012
865	0.02488428943
866	0.02488395387
867	0.02487763642
868	0.02485995039
869	0.02482271841
870	0.02481590025
871	0.02480819397
872	0.02473476464
873	0.02472058195
874	0.02471075246
875	0.02470307563
876	0.02463934147
877	0.024615241
878	0.02459159698
879	0.02457883318
880	0.02456490586
881	0.02454616581
882	0.02453430071
883	0.02451934009
884	0.02451445283
885	0.0244898418
886	0.02447451304
887	0.02446458488
888	0.02445528623
889	0.02444600467
890	0.02443293675
891	0.0244231682
892	0.02440307694
893	0.02436318071
894	0.02435437412
895	0.02433223279
896	0.024323478
897	0.02432008468
898	0.02430692554
899	0.02429608276
900	0.02428189874
901	0.02426382333
902	0.02425131027
903	0.02423486165
904	0.02421108359
905	0.02420801273
906	0.02412212211
907	0.02410070344
908	0.02409611128
909	0.02405166087
910	0.02403771183
911	0.02402512503
912	0.02401275755
913	0.02400028377
914	0.02398536266
915	0.02396404368
916	0.02394632595
917	0.02389393132
918	0.02388845788
919	0.0238067515
920	0.02380489106
921	0.0237574555
922	0.02373462006
923	0.02373319104
924	0.02370789035
925	0.0236727513
926	0.02366106796
927	0.0236410391
928	0.02363112777
929	0.02359774085
930	0.02358745845
931	0.02358140794
932	0.02357558428
933	0.02356687454
934	0.02356126925
935	0.02355587042
936	0.02354529358
937	0.02353522802
938	0.02351389559
939	0.02349833794
940	0.02348886359
941	0.02347983146
942	0.02347155664
943	0.02346696365
944	0.02345754164
945	0.0234449727
946	0.02343875246
947	0.02339722199
948	0.02339306079
949	0.02338125051
950	0.02337666131
951	0.02337100777
952	0.02336240921
953	0.0233549426
954	0.02333710131
955	0.02332926635
956	0.0233218348
957	0.02331139567
958	0.02330201797
959	0.0232950087
960	0.02328868324
961	0.02328394484
962	0.02327939998
963	0.02327503798
964	0.02326874442
965	0.02325799325
966	0.02325384744
967	0.02325010652
968	0.02324626809
969	0.02324045854
970	0.02323680664
971	0.02323116047
972	0.02321937431
973	0.02321076147
974	0.02317578583
975	0.02317042397
976	0.02316693068
977	0.02316356841
978	0.02315858522
979	0.02311972329
980	0.02311149922
981	0.02308510794
982	0.02306606205
983	0.02305115177
984	0.02301821314
985	0.02293959247
986	0.02292957215
987	0.02291466755
988	0.02290058791
989	0.02288728101
990	0.02287287139
991	0.02286336905
992	0.02285027672
993	0.02283689249
994	0.02282595554
995	0.02276218019
996	0.02274530182
997	0.02273360784
998	0.02272155545
999	0.02271317982
